Indiv_id	Groundtrth	Size_id	Community_	Grass_heig	Andropog_c	Tree_densi	Geol_id	Xval	Yval	Fire5698	Altitude	Slope	Aspect	Rsp	Trmi	Twi
3	1	2	BG	tall grass	andropogonoid		2	72134.770499	-3126460.708038	7	240	4	89	15	41	0.23
4	2	1	BG	patchy	andropogonoid		2	72160.334947	-3126498.914734	7	234	7	90	15	41	0.19
5	3	1	patchy	short grass	unclear		2	72172.193814	-3126540.011125	7	234	7	89	15	40	0.19
6	4	1	BG	patchy	andropogonoid		0	72185.635517	-3126580.522456	7	235	7	88	15	40	0.18
7	5	2	BG	short grass	andropogonoid		0	72202.203199	-3126626.403962	7	228	8	85	15	42	-0.03
8	6	2	BG	short grass	andropogonoid		0	72217.227604	-3126666.330376	7	228	8	85	15	42	-0.03
9	7	1	patchy	short grass	unclear		0	72247.438793	-3126719.429501	7	221	7	73	15	31	1.06
10	8	1	LG	short grass	unclear		0	72271.924121	-3126761.791895	7	224	7	71	5	23	-1.9
11	9	1	patchy	short grass	unclear		0	72295.933512	-3126795.827592	7	226	6	80	15	31	0.37
12	10	1	patchy	patchy	unclear		0	72295.1719	-3126834.469092	7	226	6	91	15	33	-0.15
13	11	1	patchy	tall grass	unclear		0	72312.784387	-3126881.546208	7	220	6	92	15	33	-0.21
14	12	1	BG	tall grass	panicoid		0	72311.474581	-3126923.751663	7	220	6	92	15	33	-0.21
15	13	2	BG	tall grass	panicoid		0	72301.208441	-3126967.091757	7	220	5	102	15	35	-0.91
16	14	2	BG	tall grass	andropogonoid	2	0	72285.209694	-3127000.884046	7	221	5	141	15	41	0.11
17	15	2	BG	tall grass	andropogonoid	3	0	72270.260245	-3127035.277216	7	217	6	153	15	40	-1.14
18	16	2	BG	tall grass	andropogonoid	2	0	72253.183533	-3127073.224971	7	217	6	153	15	40	-1.14
19	17	2	BG	tall grass	andropogonoid	2	0	72245.01252	-3127118.361395	9	213	7	167	15	41	-1.14
20	18	2	BG	tall grass	panicoid	2	0	72247.391425	-3127159.994832	8	205	7	159	5	30	-1.91
21	19	2	BG	tall grass	andropogonoid	3	0	72253.505808	-3127193.327142	7	199	7	164	5	31	-1.85
22	20	2	BG	tall grass	andropogonoid	2	0	72263.297752	-3127227.870897	7	192	7	171	15	43	-1.06
23	21	2	BG	tall grass	andropogonoid	2	0	72253.05734	-3127267.04932	7	192	7	171	15	43	-1.06
24	22	2	BG	tall grass	andropogonoid	2	0	72263.880312	-3127305.166645	7	187	5	175	15	44	-0.07
25	23	2	BG	tall grass	panicoid	3	2	72262.065991	-3127343.801762	7	183	3	176	10	39	-1.03
26	24	1	BG	tall grass	panicoid	3	2	72253.97466	-3127375.858576	7	180	1	165	10	38	-0.49
27	25	1	patchy	patchy	unclear	3	2	72263.203867	-3127416.344552	7	180	1	165	10	38	-0.49
28	26	1	patchy	patchy	unclear	2	2	72245.092973	-3127451.313101	7	179	1	68	20	37	8.86
29	27	1	BG	tall grass	panicoid	4	2	72273.308513	-3127485.969001	7	179	1	17	15	26	3.65
30	28	2	BG	patchy	panicoid	0	2	72266.327912	-3127508.519648	6	179	1	17	15	26	3.65
31	29	2	BG	tall grass	unclear	2	2	72271.363904	-3127546.007302	6	181	4	17	15	25	2.01
32	30	1	patchy	patchy	unclear	2	2	72283.206755	-3127589.482034	6	186	6	22	15	25	1.01
33	31	1	LG	patchy	unclear	0	2	72309.435757	-3127604.505617	6	185	4	11	15	27	0.44
34	32	1	BG	patchy	chlorodoid	2	2	72343.430133	-3127640.980549	6	189	5	27	15	27	-0.19
35	33	2	BG	patchy	unclear	2	2	72347.939431	-3127678.465041	6	190	4	48	15	29	-0.69
36	34	2	BG	patchy	panicoid	2	2	72356.634414	-3127720.136925	6	190	4	48	15	29	-0.69
37	35	2	BG	patchy	panicoid	2	2	72355.977627	-3127741.537012	6	192	3	65	5	21	-1.3
38	36	2	BG	tall grass	unclear	2	2	72364.650794	-3127786.776068	6	193	3	79	15	35	1.16
39	37	2	BG	tall grass	panicoid	3	2	72380.671454	-3127835.627335	6	193	3	83	15	38	1.58
40	38	1	patchy	patchy	unclear	3	2	72383.634021	-3127867.751484	6	193	3	83	15	38	1.58
41	39	1	LG	short grass	unclear	4	2	72382.890201	-3127903.42033	6	194	3	80	15	39	1.37
42	40	2	LG	short grass	unclear	2	2	72380.00102	-3127945.616209	6	194	4	76	15	37	2.18
43	41	1	patchy	short grass	unclear	3	2	72392.441891	-3127977.203465	6	195	4	81	15	36	-0.65
44	42	1	BG	patchy	panicoid	0	2	72401.434455	-3128056.334372	6	191	5	93	15	37	1.31
45	43	2	BG	tall grass	unclear	0	2	72431.230778	-3128090.405783	6	191	5	95	15	39	1.1
46	44	1	patchy	patchy	unclear	2	2	72444.186835	-3128123.780009	6	191	5	95	15	39	1.1
47	45	2	BG	tall grass	panicoid	2	0	72471.343784	-3128159.024596	6	186	4	88	15	33	0.65
48	46	2	BG	short grass	panicoid	4	0	72454.224379	-3128204.106424	6	186	3	72	15	39	2.8
49	47	2	BG	short grass	panicoid	4	0	72450.859402	-3128237.975639	6	188	3	51	15	39	1.36
50	48	2	BG	patchy	panicoid	2	0	72455.879929	-3128277.841573	6	190	2	34	15	38	8.02
51	49	2	BG	patchy	panicoid	2	0	72534.793907	-3128284.863567	6	189	2	359	20	40	3.31
52	50	2	BG	patchy	panicoid	4	0	72548.17772	-3128334.293492	6	192	2	320	20	44	7.14
53	51	2	BG	short grass	panicoid	4	0	72554.399539	-3128349.789997	6	192	2	320	20	44	7.14
55	52	2	BG	short grass	panicoid	3	0	72702.6209	-3128385.181129	6	199	1	243	15	38	0.96
56	53	2	BG	patchy	panicoid	2	0	72739.850043	-3128408.5969	6	199	1	243	15	38	0.96
57	54	2	BG	tall grass	panicoid	3	0	72764.204444	-3128385.558406	6	200	2	224	15	42	0.69
58	55	2	BG	tall grass	panicoid	4	0	72806.84285	-3128385.225186	6	202	2	215	15	41	0.4
59	56	2	BG	tall grass	panicoid	4	0	72828.244702	-3128414.489808	6	202	2	215	15	41	0.4
60	57	2	BG	patchy	panicoid	0	0	72851.751856	-3128443.767284	6	200	3	217	15	39	1.78
61	58	2	BG	tall grass	andropogonoid	3	0	72875.277146	-3128470.072209	6	200	3	217	15	39	1.78
62	59	2	BG	tall grass	andropogonoid	2	0	72885.709269	-3128485.594757	6	199	1	229	15	39	3.52
63	60	2	BG	tall grass	unclear	2	0	72900.249948	-3128517.790214	7	201	4	250	15	36	1.65
64	61	2	BG	tall grass	andropogonoid	2	0	72912.608462	-3128562.457841	7	200	3	264	15	34	1.52
65	62	2	BG	tall grass	andropogonoid	2	0	72918.160916	-3128601.138238	7	200	3	267	15	36	1.35
66	63	2	BG	tall grass	andropogonoid	2	0	72916.878164	-3128638.587467	7	200	3	268	15	36	1.42
67	64	2	BG	tall grass	andropogonoid	4	0	72922.456112	-3128673.106139	7	200	3	268	15	36	1.42
68	65	1	BG	tall grass	andropogonoid	2	0	72940.680837	-3128705.32419	7	200	3	269	15	36	1.45
69	66	2	BG	tall grass	andropogonoid	4	4	72948.831925	-3128749.371539	7	204	5	269	15	36	0.69
70	67	1	BG	patchy	panicoid	2	4	72949.153656	-3128782.668748	7	204	5	270	15	34	0.69
71	68	1	patchy	patchy	unclear	2	4	72953.119543	-3128822.52849	7	204	5	270	15	34	0.69
72	69	1	BG	patchy	unclear	2	4	72945.476828	-3128867.073351	7	200	3	283	15	32	1.07
73	70	2	BG	tall grass	unclear	2	4	72949.713249	-3128948.553891	6	207	5	299	15	37	2.24
74	71	1	BG	tall grass	unclear	2	4	72948.675199	-3128946.16927	6	207	5	299	15	37	2.24
75	72	1	LG	tall grass	unclear	2	4	72953.134461	-3128991.383011	7	210	4	309	15	39	-0.78
76	73	1	BG	patchy	unclear	2	4	72952.926173	-3129025.271561	7	212	3	307	15	39	0.94
77	74	2	BG	tall grass	unclear	2	4	72957.432881	-3129062.756405	6	212	3	307	15	39	0.94
78	75	2	BG	tall grass	unclear	2	4	72977.250468	-3129092.606213	6	213	2	301	15	36	2.95
80	76	1	patchy	tall grass	unclear	2	4	72727.435886	-3129231.98299	13	218	1	70	15	32	2.33
81	77	2	BG	tall grass	andropogonoid	2	4	72705.541787	-3129197.364513	13	217	2	79	15	33	2.78
82	78	2	BG	tall grass	andropogonoid	2	4	72685.208322	-3129165.728468	13	220	4	86	15	35	1.37
83	79	2	BG	tall grass	andropogonoid	2	4	72661.194134	-3129133.475223	13	220	4	86	15	35	1.37
84	80	2	BG	tall grass	andropogonoid	2	4	72639.800504	-3129103.021836	13	224	4	80	15	32	0.78
85	81	2	BG	tall grass	andropogonoid	2	4	72619.477612	-3129069.602331	13	223	3	75	15	35	-0.51
86	82	2	BG	tall grass	andropogonoid	2	4	72597.031106	-3129039.142476	13	223	3	75	15	35	-0.51
87	83	1	BG	tall grass	andropogonoid	2	4	72581.448556	-3129005.15746	13	225	3	57	15	33	0.56
88	84	1	LG	short grass	unclear	2	4	72569.045701	-3128967.624502	13	223	3	60	15	38	0.3
89	85	2	LG	short grass	unclear	2	0	72545.568014	-3128933.591151	13	225	2	38	5	19	-0.89
90	86	2	LG	short grass	unclear	2	0	72530.446116	-3128910.311041	13	224	1	27	5	21	-0.61
91	87	2	LG	short grass	unclear	2	0	72501.193056	-3128873.864362	13	222	2	8	5	15	-0.54
92	88	2	LG	short grass	unclear	2	0	72479.816699	-3128840.438581	13	222	2	338	5	17	-0.95
93	89	2	LG	short grass	unclear	2	0	72456.371157	-3128801.054674	13	220	4	339	5	16	-1.33
94	90	1	LG	short grass	unclear	2	0	72440.824156	-3128761.124445	13	213	5	335	15	26	-1
95	91	1	patchy	short grass	unclear	2	0	72430.457013	-3128734.900682	13	213	5	335	15	26	-1
96	92	1	patchy	short grass	unclear	2	0	72411.719139	-3128700.302083	13	208	5	336	5	18	-1.65
97	93	2	BG	short grass	chlorodoid	2	0	72389.77235	-3128674.007713	13	202	4	332	10	22	-1.36
98	94	2	BG	tall grass	unclear	2	0	72361.483985	-3128651.836602	13	202	4	332	10	22	-1.36
100	95	2	BG	patchy	panicoid	3	0	72296.091672	-3128499.231718	13	196	1	88	20	39	9.08
101	96	2	BG	tall grass	panicoid	3	0	72299.863015	-3128484.985286	13	196	1	88	20	39	9.08
102	97	2	BG	tall grass	panicoid	4	2	72286.586968	-3128417.7195	13	200	3	97	15	34	1.21
103	98	2	BG	tall grass	andropogonoid	2	2	72264.131105	-3128388.449584	11	200	3	97	15	34	1.21
104	99	2	BG	tall grass	andropogonoid	2	2	72241.14516	-3128359.770963	11	205	5	102	15	35	-0.85
105	100	2	BG	tall grass	andropogonoid	2	2	72230.305091	-3128324.626185	11	205	5	102	15	35	-0.85
106	101	2	BG	tall grass	andropogonoid	2	2	72212.124871	-3128284.680295	11	206	6	99	15	34	0.11
107	102	1	BG	tall grass	unclear	2	2	72199.676643	-3128254.282235	11	207	7	98	15	35	-0.38
108	103	1	LG	short grass	unclear	2	2	72179.34376	-3128222.052485	11	214	6	97	15	41	-0.31
109	104	1	BG	patchy	unclear	2	2	72157.943591	-3128192.194628	11	214	6	97	15	41	-0.31
110	105	2	BG	patchy	andropogonoid	3	2	72146.573134	-3128157.641307	11	215	6	95	15	33	-0.18
111	106	2	BG	tall grass	andropogonoid	3	2	72132.563559	-3128124.261023	12	220	3	75	5	22	-1.14
112	107	2	BG	tall grass	andropogonoid	3	2	72116.437597	-3128092.651548	12	220	3	75	5	22	-1.14
113	108	2	BG	tall grass	andropogonoid	3	2	72105.585066	-3128058.101423	12	218	3	70	15	41	-0.5
114	109	2	BG	tall grass	andropogonoid	3	2	72090.57043	-3128018.174985	12	220	2	84	15	42	0.09
115	110	2	BG	patchy	andropogonoid	2	2	72080.277609	-3127979.466302	12	220	2	84	15	42	0.09
116	111	2	BG	short grass	andropogonoid	2	2	72074.707648	-3127943.164648	12	220	2	84	15	42	-0.07
117	112	2	BG	short grass	andropogonoid	2	2	72059.648448	-3127909.183514	12	220	3	73	5	22	-1
118	113	2	BG	tall grass	andropogonoid	2	2	72038.265433	-3127876.353197	12	221	1	61	5	21	-0.31
119	114	1	BG	tall grass	andropogonoid	2	2	72025.881211	-3127835.253766	12	220	1	64	5	32	-0.55
120	115	1	LG	short grass	unclear	2	2	72015.606025	-3127793.57256	12	220	2	60	5	21	-0.81
121	116	1	LG	short grass	unclear	2	2	71999.576603	-3127745.910837	12	218	3	32	5	17	-1.31
122	117	1	BG	short grass	chlorodoid	2	2	71991.352716	-3127713.160438	12	215	5	343	5	15	-1.51
123	118	2	BG	short grass	chlorodoid	2	2	71983.146795	-3127677.437341	12	215	5	343	5	15	-1.51
124	119	2	BG	patchy	chlorodoid	2	2	71973.855619	-3127647.058718	12	210	5	351	5	18	-1.43
125	120	2	BG	tall grass	andropogonoid	2	2	71981.398006	-3127618.565799	12	205	5	1	15	24	-0.67
126	121	2	BG	tall grass	andropogonoid	2	2	71985.810932	-3127585.297339	12	205	5	1	15	24	-0.67
127	122	2	BG	tall grass	andropogonoid	2	2	71993.894189	-3127554.429478	12	200	5	8	15	27	-0.13
128	123	2	BG	tall grass	andropogonoid	2	2	71989.369307	-3127519.323293	12	195	5	18	15	30	0.25
129	124	2	BG	tall grass	andropogonoid	2	2	72005.3269	-3127492.070477	12	193	6	28	10	21	-1.8
130	125	2	BG	tall grass	andropogonoid	2	2	72019.74143	-3127458.862803	12	189	5	40	15	28	0.46
131	126	1	BG	patchy	panicoid	4	2	72020.457897	-3127426.166523	12	189	5	40	15	28	0.46
132	127	1	patchy	short grass	unclear	4	2	72015.404033	-3127392.84077	12	186	3	68	20	43	7.51
133	128	1	LG	short grass	unclear	2	2	72020.332693	-3127361.359211	12	187	3	122	15	44	5.78
134	129	1	BG	short grass	panicoid	4	2	72026.865828	-3127325.725515	13	187	3	122	15	44	5.78
135	130	2	BG	short grass	panicoid	4	2	72028.142166	-3127288.870874	13	189	4	156	15	41	1.84
136	131	2	BG	tall grass	panicoid	4	0	72021.129437	-3127229.967312	13	194	6	170	15	41	1.03
137	132	1	patchy	tall grass	unclear	2	0	72015.544444	-3127196.043874	13	200	7	178	15	45	0.85
138	133	2	BG	tall grass	andropogonoid	3	0	72016.856796	-3127153.243831	13	207	7	181	15	44	0.59
139	134	2	BG	tall grass	andropogonoid	3	0	72007.020819	-3127125.834611	13	207	7	181	15	44	0.59
140	135	2	BG	tall grass	andropogonoid	3	0	72004.11104	-3127084.792724	13	214	7	182	15	45	0.35
141	136	2	BG	tall grass	andropogonoid	3	0	71992.129682	-3127063.910612	13	220	7	189	15	41	-1.08
142	137	2	BG	tall grass	andropogonoid	3	0	72002.784077	-3127043.165742	13	220	7	182	15	42	0.1
143	138	2	BG	tall grass	unclear	3	0	72003.508707	-3127010.46964	13	227	6	185	15	42	-0.26
144	139	2	BG	patchy	andropogonoid	2	0	72011.080362	-3126977.220473	13	227	6	185	15	42	-0.26
145	140	2	BG	tall grass	andropogonoid	2	0	72006.003596	-3126946.272838	13	232	5	191	15	42	-0.87
146	141	1	BG	patchy	andropogonoid	2	0	71997.81153	-3126908.171638	13	237	4	197	5	32	-1.38
147	142	1	patchy	patchy	unclear	2	0	71991.905249	-3126840.356517	13	238	4	225	15	39	-0.75
148	143	1	LG	short grass	unclear	2	0	71977.753064	-3126830.163352	13	238	4	225	15	39	-0.75
149	144	2	LG	short grass	unclear	2	0	71977.381539	-3126804.595297	13	240	2	227	15	39	-0.39
150	145	1	LG	short grass	unclear	2	0	71971.294972	-3126766.506888	13	241	1	217	5	38	-0.52
151	146	1	patchy	patchy	unclear	2	0	71962.612245	-3126722.457243	13	242	0	200	5	32	0.23
152	147	2	BG	tall grass	andropogonoid	2	0	71946.05819	-3126674.197943	13	242	0	186	15	49	2.12
153	148	2	BG	patchy	andropogonoid	2	2	71925.764977	-3126634.834459	13	242	1	211	5	31	-0.05
154	149	1	patchy	short grass	unclear	2	2	71905.356484	-3126614.496127	13	243	0	202	5	37	0.62
155	150	2	BG	tall grass	andropogonoid	2	2	71877.66058	-3126580.438846	13	243	1	221	15	48	1.59
156	151	1	patchy	patchy	unclear	2	2	71857.85026	-3126548.213093	13	243	0	213	5	39	0.43
157	152	1	LG	tall grass	unclear	2	2	71848.060116	-3126513.075178	13	243	0	190	5	38	0.76
158	153	1	patchy	tall grass	unclear	2	2	71838.817911	-3126474.373195	14	244	0	178	15	50	1.37
159	154	1	patchy	tall grass	unclear	2	2	71831.717357	-3126429.738667	14	244	0	178	15	50	1.37
161	155	1	patchy	tall grass	unclear	2	2	72558.581399	-3124992.954523	6	170	4	20	5	19	-1.31
162	156	2	BG	tall grass	andropogonoid	2	2	72547.292579	-3125030.937084	6	174	4	23	15	29	0.06
163	157	2	BG	tall grass	andropogonoid	2	2	72516.588529	-3125058.099211	6	175	4	19	5	16	-1.31
164	158	2	BG	tall grass	andropogonoid	4	2	72492.718264	-3125087.086851	5	180	3	19	5	16	-1.11
165	159	2	BG	tall grass	unclear	4	2	72460.42775	-3125115.428497	5	180	3	19	5	16	-1.11
166	160	2	BG	tall grass	andropogonoid	2	2	72444.923734	-3125153.980032	10	183	2	8	15	28	1.24
167	161	2	BG	short grass	andropogonoid	2	2	72427.292098	-3125196.08601	10	185	3	4	15	24	0.91
168	162	2	BG	patchy	andropogonoid	2	2	72419.67121	-3125237.06374	10	188	3	356	15	24	0.4
169	163	1	BG	tall grass	unclear	2	2	72417.838174	-3125278.671443	10	192	3	347	15	25	-0.5
170	164	1	patchy	patchy	unclear	2	2	72404.916241	-3125325.562496	9	195	4	338	5	19	-1.32
171	165	1	patchy	tall grass	unclear	2	2	72389.921051	-3125367.09001	12	193	4	317	15	31	-0.78
172	166	1	BG	tall grass	andropogonoid	2	2	72397.597471	-3125403.404513	12	198	3	332	5	17	-1.29
173	167	1	patchy	patchy	unclear	2	2	72401.018498	-3125446.82788	8	201	3	339	15	26	0.54
174	168	2	BG	tall grass	andropogonoid	2	2	72409.718825	-3125487.905086	8	205	4	354	15	27	0.14
175	169	2	BG	tall grass	andropogonoid	2	2	72402.134368	-3125522.937662	7	205	4	354	15	27	0.14
176	170	2	BG	tall grass	andropogonoid	2	2	72407.196347	-3125556.263553	5	209	5	8	15	24	-0.69
177	171	2	BG	tall grass	andropogonoid	2	2	72383.752412	-3125601.901351	8	214	6	352	5	13	-1.61
178	172	2	BG	short grass	andropogonoid	2	2	72371.433425	-3125636.310521	8	220	4	3	5	14	-1.13
179	173	2	BG	tall grass	andropogonoid	2	2	72365.42498	-3125671.947195	6	220	4	3	5	14	-1.13
180	174	2	BG	tall grass	andropogonoid	2	2	72342.061033	-3125704.505485	8	222	3	334	5	16	-1.14
181	175	2	BG	tall grass	unclear	2	2	72335.511748	-3125742.517107	8	223	1	9	5	15	-0.37
182	176	2	BG	tall grass	andropogonoid	2	2	72309.530136	-3125772.681295	7	223	1	9	5	15	-0.37
183	177	2	BG	tall grass	andropogonoid	2	2	72280.378001	-3125803.420721	7	225	3	16	5	15	-0.99
184	178	2	BG	tall grass	andropogonoid	2	2	72249.183587	-3125826.418757	8	228	3	54	15	30	-0.57
185	179	2	BG	tall grass	andropogonoid	2	2	72221.619357	-3125857.167979	7	230	4	31	15	30	-0.05
186	180	2	BG	patchy	panicoid	2	2	72182.018798	-3125875.953109	8	236	4	45	15	29	-0.72
187	181	2	BG	tall grass	andropogonoid	2	2	72147.113244	-3125901.901555	9	236	4	45	15	29	-0.72
188	182	2	BG	tall grass	andropogonoid	2	2	72111.688585	-3125926.657782	9	240	2	67	5	22	-0.77
189	183	2	BG	tall grass	unclear	2	2	72078.925246	-3125946.673919	11	241	0	16	5	16	0.23
190	184	1	BG	tall grass	unclear	2	2	72036.238523	-3125953.549675	11	240	1	340	15	37	0.65
191	185	1	patchy	tall grass	unclear	2	2	71997.111028	-3125981.25659	13	241	0	24	5	25	0.63
192	186	2	LG	tall grass	unclear	2	2	71960.100347	-3126007.192812	12	241	0	16	5	24	0.31
193	187	2	LG	tall grass	unclear	2	2	71928.859286	-3126036.73136	14	242	0	19	5	20	0.54
194	188	2	LG	tall grass	unclear	2	2	71899.147377	-3126074.603082	14	242	0	33	5	21	0.58
195	189	2	LG	tall grass	unclear	2	2	71867.375556	-3126103.543989	14	242	0	2	15	30	1.56
196	190	1	LG	patchy	unclear	2	2	71842.969126	-3126136.096913	14	243	0	7	15	30	2.19
197	191	1	BG	tall grass	panicoid	2	2	71821.176086	-3126170.449325	14	243	0	7	15	30	2.19
198	192	1	LG	short grass	unclear	2	2	71802.556248	-3126202.442732	14	243	0	18	15	31	1.37
199	193	1	LG	patchy	unclear	2	2	71782.865656	-3126237.402393	14	244	0	27	15	30	2.59
200	194	1	patchy	short grass	unclear	2	2	71767.372387	-3126274.76578	14	244	0	39	15	34	1.07
201	195	1	BG	tall grass	panicoid	2	2	71757.154446	-3126310.377302	14	244	0	39	15	34	1.07
202	196	1	patchy	short grass	unclear	2	2	71741.639802	-3126351.307873	14	245	0	67	5	25	0.45
203	197	1	patchy	patchy	unclear	2	2	71748.217903	-3126395.344592	14	245	0	140	5	33	0.41
205	198	2	BG	tall grass	andropogonoid	3	2	72124.209218	-3126465.994829	7	240	4	89	15	41	0.23
206	199	2	BG	tall grass	andropogonoid	3	2	72143.374038	-3126431.032512	7	240	4	89	15	41	0.23
207	200	2	BG	short grass	andropogonoid	2	2	72162.023367	-3126394.283339	7	235	7	90	15	41	-0.22
208	201	2	BG	short grass	andropogonoid	2	2	72181.210076	-3126355.753818	7	235	7	89	15	40	0.7
209	202	2	BG	short grass	andropogonoid	4	0	72193.545888	-3126318.371855	7	235	7	89	15	40	2.08
210	203	2	BG	short grass	andropogonoid	2	0	72210.08974	-3126281.609958	7	227	8	89	15	37	1.98
211	204	2	BG	short grass	andropogonoid	2	2	72231.901807	-3126244.285534	7	227	8	89	15	37	0.04
212	205	1	patchy	short grass	unclear	2	2	72231.087444	-3126205.040009	7	227	7	91	15	40	-0.35
213	206	2	BG	short grass	andropogonoid	2	2	72259.718283	-3126171.919078	7	221	6	109	20	40	2.12
214	207	1	patchy	short grass	unclear	2	2	72376.020786	-3126005.556984	6	220	6	98	15	33	-0.25
215	208	1	patchy	short grass	unclear	2	2	72396.810881	-3125964.659337	6	214	6	99	15	44	0.63
216	209	1	patchy	patchy	unclear	2	2	72417.585653	-3125924.95069	6	214	6	99	15	44	0.63
217	210	1	patchy	short grass	unclear	2	2	72442.583159	-3125883.484184	6	215	5	102	15	45	1.18
218	211	1	patchy	patchy	unclear	2	2	72469.621443	-3125852.732251	6	212	6	111	15	45	0.01
219	212	1	LG	short grass	unclear	2	2	72500.359652	-3125819.624619	6	209	6	108	15	35	-1.08
220	213	1	patchy	short grass	unclear	2	2	72528.454799	-3125788.28468	5	209	6	108	15	35	-1.08
221	214	1	BG	patchy	unclear	2	2	72565.507369	-3125755.810343	5	205	5	98	15	34	0.59
222	215	1	patchy	short grass	unclear	2	2	72588.356264	-3125721.465687	5	205	5	85	15	33	0.35
223	216	1	LG	short grass	unclear	2	2	72608.525699	-3125694.833963	5	200	4	86	15	33	0.78
224	217	1	patchy	patchy	unclear	2	2	72625.078922	-3125656.883616	5	200	4	70	5	21	-1.48
225	218	1	BG	patchy	chlorodoid	2	2	72641.105765	-3125618.930072	5	198	4	62	15	32	-0.81
226	219	1	LG	short grass	unclear	2	2	72654.514851	-3125578.582204	5	194	4	64	5	21	-1.41
227	220	2	LG	tall grass	unclear	2	2	72671.057473	-3125542.415496	5	192	4	60	15	35	-0.05
228	221	2	LG	tall grass	unclear	2	2	72687.070059	-3125506.840152	5	190	4	58	15	35	0.8
229	222	2	LG	patchy	unclear	2	2	72687.328219	-3125464.628346	5	188	4	57	15	37	-0.17
230	223	2	LG	patchy	unclear	2	2	72689.158566	-3125423.615218	5	186	4	59	15	30	0.93
231	224	1	LG	patchy	unclear	2	2	72681.519394	-3125381.355108	5	186	4	59	15	30	0.93
232	225	1	BG	tall grass	andropogonoid	2	2	72688.088124	-3125340.371079	5	184	4	65	15	31	1.38
233	226	1	LG	short grass	unclear	2	2	72691.479772	-3125302.340318	5	183	3	66	15	31	0.99
234	227	1	patchy	tall grass	unclear	2	2	72701.200267	-3125262.564527	5	180	2	61	5	21	-1.02
235	228	1	patchy	patchy	unclear	2	2	72697.754798	-3125223.302885	5	178	3	42	15	28	-0.6
236	229	1	BG	tall grass	unclear	2	2	72691.673187	-3125184.619594	5	180	3	29	5	17	-1.1
237	230	2	BG	patchy	andropogonoid	2	2	72701.390127	-3125145.43848	5	175	4	34	15	27	-0.73
238	231	1	patchy	tall grass	unclear	3	2	72722.621021	-3125117.624262	5	172	4	31	15	32	1.32
239	232	1	patchy	patchy	unclear	2	2	72740.740307	-3125082.061883	5	172	4	31	15	32	1.32
240	233	1	patchy	patchy	unclear	3	2	72777.191721	-3125060.881026	5	166	4	29	15	29	1.51
241	234	1	patchy	tall grass	unclear	3	2	72810.522555	-3125036.113765	5	165	3	27	15	29	0.5
248	235	1	LG	tall grass	unclear	2	5	73059.362557	-3128835.667667	6	216	5	268	15	42	-0.66
249	236	1	patchy	patchy	unclear	2	5	73048.514402	-3128802.305643	6	216	5	269	15	42	0
250	237	1	patchy	tall grass	unclear	2	5	73039.281774	-3128763.008033	6	210	6	269	15	38	0.27
251	238	2	BG	tall grass	andropogonoid	2	5	73027.410069	-3128724.883257	6	210	6	269	15	38	0.27
252	239	2	BG	patchy	andropogonoid	2	5	73018.699991	-3128686.183363	6	210	6	268	15	38	0.26
253	240	2	BG	tall grass	andropogonoid	2	0	73003.129108	-3128650.41421	6	210	6	266	15	40	0.22
254	241	2	BG	tall grass	andropogonoid	2	0	72994.411585	-3128612.90347	7	205	6	265	15	33	0.53
255	242	1	BG	tall grass	andropogonoid	2	0	72978.358025	-3128569.996563	7	205	6	261	15	34	0.8
256	243	2	BG	tall grass	andropogonoid	2	0	72967.549575	-3128530.094756	7	205	6	261	15	34	0.8
257	244	1	patchy	tall grass	unclear	2	0	72954.112945	-3128489.58233	7	207	7	255	15	34	-0.44
258	245	2	BG	tall grass	andropogonoid	2	0	72928.007249	-3128454.937499	7	203	5	238	15	37	0.42
259	246	2	BG	tall grass	panicoid	3	0	72900.315029	-3128421.472272	7	206	5	235	15	37	0.63
260	247	1	BG	tall grass	unclear	2	0	72873.116158	-3128393.361094	6	203	3	220	15	39	0.03
261	248	2	BG	tall grass	unclear	2	0	72842.759024	-3128365.2306	6	204	3	226	15	38	-0.47
262	249	2	BG	tall grass	unclear	2	0	72822.983591	-3128328.246748	6	204	3	226	15	38	-0.47
263	250	1	BG	patchy	unclear	3	0	72791.551586	-3128303.6771	6	203	3	253	5	28	-0.99
264	251	1	LG	short grass	unclear	2	0	72756.405786	-3128283.841246	6	203	3	253	5	28	-0.99
265	252	1	patchy	tall grass	unclear	2	0	72714.856154	-3128278.235682	6	200	3	269	15	37	-0.13
266	253	1	BG	patchy	unclear	3	0	72679.194701	-3128256.613255	6	196	7	303	15	29	-0.58
267	254	1	BG	tall grass	unclear	3	0	72676.269457	-3128218.543797	6	190	9	310	15	27	-1.52
268	255	1	patchy	tall grass	unclear	3	0	72678.023225	-3128190.01571	6	190	9	310	15	27	-1.52
269	256	1	patchy	tall grass	unclear	2	0	72686.24261	-3128137.150497	6	183	7	307	15	28	1.02
270	257	2	BG	patchy	andropogonoid	2	0	72703.834754	-3128100.990231	6	186	8	300	15	31	-0.68
271	258	2	BG	patchy	panicoid	2	0	72716.707888	-3128061.828259	6	183	6	300	15	29	0.02
272	259	2	BG	patchy	andropogonoid	2	0	72726.422877	-3128022.647062	6	180	4	296	15	31	1.97
273	260	2	BG	tall grass	panicoid	2	0	72730.866916	-3127984.622639	6	180	4	296	15	31	1.97
